"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,58447093198940480.000000,23290181448.790913,842,1500742.000000,18942285.000000,11900934.000000,1500742.000000,5540609.000000,0.628273,0.000000,0.000000,0,1.000000
2,57459396774770896.000000,22379268649.652924,803,1475381.000000,18942285.000000,11338252.000000,1475381.000000,6128652.000000,0.598568,0.000000,0.000000,0,1.000000
3,58355299042304984.000000,23555088732.519909,854,1498385.000000,18942285.000000,12076361.000000,1498385.000000,5367539.000000,0.637535,0.000000,0.000000,0,1.000000
4,58391050892932512.000000,23484215926.047909,848,1499303.000000,18942285.000000,11994189.000000,1499303.000000,5448793.000000,0.633197,0.000000,0.000000,0,1.000000
5,58526697526117584.000000,23121120356.951916,833,1502786.000000,18942285.000000,11769032.000000,1502786.000000,5670467.000000,0.621310,0.000000,0.000000,0,1.000000
6,58507146968474024.000000,23178502035.084915,837,1502284.000000,18942285.000000,11825269.000000,1502284.000000,5614732.000000,0.624279,0.000000,0.000000,0,1.000000
7,66353870825882232.000000,18121002351.969955,592,1703764.000000,18942285.000000,8059933.000000,1703764.000000,9178588.000000,0.425500,0.000000,0.000000,0,1.000000
8,58463294491924456.000000,23276690320.451912,840,1501158.000000,18942285.000000,11874999.000000,1501158.000000,5566128.000000,0.626904,0.000000,0.000000,0,1.000000
9,58388830927919096.000000,23409753203.269909,847,1499246.000000,18942285.000000,11971878.000000,1499246.000000,5471161.000000,0.632019,0.000000,0.000000,0,1.000000
10,58526697526117584.000000,23121120356.951916,833,1502786.000000,18942285.000000,11769032.000000,1502786.000000,5670467.000000,0.621310,0.000000,0.000000,0,1.000000
