"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,8528086830.728900,8780838254.434036,0,204,0,0,yes,1.000000
24,,43628632612.288620,43628642005.845512,0,824,0,0,yes,1.000000
23,,3653989862.619564,3980673917.943871,0,104,0,0,yes,1.000000
22,,26322390160.093933,26365089999.641472,0,583,0,0,yes,1.000000
21,,3439731402.077717,3443838824.149889,0,90,0,0,yes,1.000000
20,,6316536306.506334,6404709257.323619,0,265,0,0,yes,1.000000
19,,5556874989.573768,5582731224.901826,0,158,0,0,yes,1.000000
18,,46607704.793961,48027276.964850,0,28,0,0,yes,1.000000
17,,297290535.749138,339868730.063480,0,12,0,0,yes,1.000000
16,,41691538626.133003,41740328606.300034,0,795,0,0,yes,1.000000
15,,3700205518.599932,3772074897.721189,0,182,0,0,yes,1.000000
14,,916826252.788833,971801834.025880,0,67,0,0,yes,1.000000
13,,827227179.306314,906677903.712840,0,111,0,0,yes,1.000000
12,,842986195.746520,874248434.574710,0,95,0,0,yes,1.000000
11,,1579659797.625396,1581642572.320790,0,234,0,0,yes,1.000000
10,,858140791.790053,865103291.458470,0,131,0,0,yes,1.000000
9,,1853324896.184067,1858790992.689500,0,107,0,0,yes,1.000000
8,,2006111817.360633,2134025955.702620,0,237,0,0,yes,1.000000
7,,3377488547.101062,3389527314.661138,0,235,0,0,yes,1.000000
6,,3645739901.259447,3926690647.932087,0,228,0,0,yes,1.000000
5,,2344652414.551094,2385765547.652340,0,133,0,0,yes,1.000000
4,,836437759.450643,836604881.386259,0,81,0,0,yes,1.000000
3,,2150831882.491616,2192545091.977010,0,101,0,0,yes,1.000000
2,,1495848233.670740,1600160802.206970,0,178,0,0,yes,1.000000
1,,918698895.555902,933440868.847680,0,72,0,0,yes,1.000000
