"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,4873192474.702222,4922008036.543397,0,120,0,0,yes,1.000000
24,,24930647207.022034,24930679533.854855,0,505,0,0,yes,1.000000
23,,2087994207.211176,2437362052.064960,0,65,0,0,yes,1.000000
22,,15041365805.767941,15042661671.277246,0,343,0,0,yes,1.000000
21,,1965560801.187264,1976532887.807620,0,48,0,0,yes,1.000000
20,,3609449318.003614,3755645921.047261,0,155,0,0,yes,1.000000
19,,3175357136.899292,3187464949.112300,0,89,0,0,yes,1.000000
18,,26632974.167978,37467297.964360,0,16,0,0,yes,1.000000
17,,169880306.142364,285087424.802740,0,9,0,0,yes,1.000000
16,,23823736357.790257,26079587156.690231,0,494,0,0,yes,1.000000
15,,2114403153.485673,2205037827.392599,0,100,0,0,yes,1.000000
14,,523900715.879333,681226343.269520,0,42,0,0,yes,1.000000
13,,472701245.317893,632026159.770470,0,83,0,0,yes,1.000000
12,,481706397.569439,600477287.523430,0,64,0,0,yes,1.000000
11,,902662741.500225,995050447.825180,0,169,0,0,yes,1.000000
10,,490366166.737173,493675221.982860,0,75,0,0,yes,1.000000
9,,1059042797.819465,1068034193.359390,0,59,0,0,yes,1.000000
8,,1146349609.920360,1630933028.983891,0,170,0,0,yes,1.000000
7,,1929993455.486318,2193039385.139649,0,169,0,0,yes,1.000000
6,,2083279943.576824,3165295483.363758,0,163,0,0,yes,1.000000
5,,1339801379.743480,1418451564.308100,0,76,0,0,yes,1.000000
4,,477964433.971795,478532709.942370,0,47,0,0,yes,1.000000
3,,1229046789.995207,1282347385.264630,0,60,0,0,yes,1.000000
2,,854770419.240422,982514860.282200,0,95,0,0,yes,1.000000
1,,524970797.460515,542013915.846210,0,36,0,0,yes,1.000000
