"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,9798783596.732994,9798783596.732994,284,2383898.000000,18942285.000000,3111308.000000,2383898.000000,13447079.000000,0.164252,0.000000,0.000000,0,1.000000
2,9787488209.087996,9787488209.087996,284,2453788.000000,18942285.000000,3106308.000000,2453788.000000,13382189.000000,0.163988,0.000000,0.000000,0,1.000000
3,9815021573.052994,9815021573.052994,285,2443898.000000,18942285.000000,3096308.000000,2443898.000000,13402079.000000,0.163460,0.000000,0.000000,0,1.000000
4,9809608914.272995,9809608914.272995,284,2403898.000000,18942285.000000,3101308.000000,2403898.000000,13437079.000000,0.163724,0.000000,0.000000,0,1.000000
5,9787958279.182995,9787958279.182995,283,2363898.000000,18942285.000000,3106308.000000,2363898.000000,13472079.000000,0.163988,0.000000,0.000000,0,1.000000
6,9787958279.182995,9787958279.182995,283,2373898.000000,18942285.000000,3101308.000000,2373898.000000,13467079.000000,0.163724,0.000000,0.000000,0,1.000000
7,9798783596.732994,9798783596.732994,284,2383898.000000,18942285.000000,3111308.000000,2383898.000000,13447079.000000,0.164252,0.000000,0.000000,0,1.000000
8,9787958279.182995,9787958279.182995,283,2393898.000000,18942285.000000,3091308.000000,2393898.000000,13457079.000000,0.163196,0.000000,0.000000,0,1.000000
9,9804196255.502995,9804196255.502995,284,2413898.000000,18942285.000000,3096308.000000,2413898.000000,13432079.000000,0.163460,0.000000,0.000000,0,1.000000
10,9789329334.711996,9789329334.711996,283,2402229.000000,18942285.000000,3111308.000000,2402229.000000,13428748.000000,0.164252,0.000000,0.000000,0,1.000000
