"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,227366874657213.625000,23497707054.386909,850,1498887.000000,18942285.000000,12020124.000000,1498887.000000,5423274.000000,0.634566,0.000000,0.000000,0,1.000000
2,227571940509564.406250,23347563126.923912,846,1500240.000000,18942285.000000,11957171.000000,1500240.000000,5484874.000000,0.631242,0.000000,0.000000,0,1.000000
3,223737405287934.937500,22392759777.991924,805,1474965.000000,18942285.000000,11364187.000000,1474965.000000,6103133.000000,0.599937,0.000000,0.000000,0,1.000000
4,227571940509564.406250,23347563126.923912,846,1500240.000000,18942285.000000,11957171.000000,1500240.000000,5484874.000000,0.631242,0.000000,0.000000,0,1.000000
5,227366874657213.625000,23497707054.386909,850,1498887.000000,18942285.000000,12020124.000000,1498887.000000,5423274.000000,0.634566,0.000000,0.000000,0,1.000000
6,227290791292305.125000,23555088732.519909,854,1498385.000000,18942285.000000,12076361.000000,1498385.000000,5367539.000000,0.637535,0.000000,0.000000,0,1.000000
7,223661321923026.406250,22450141456.124924,809,1474463.000000,18942285.000000,11420424.000000,1474463.000000,6047398.000000,0.602906,0.000000,0.000000,0,1.000000
8,223661321923026.406250,22450141456.124924,809,1474463.000000,18942285.000000,11420424.000000,1474463.000000,6047398.000000,0.602906,0.000000,0.000000,0,1.000000
9,227429957880388.187500,23484215926.047909,848,1499303.000000,18942285.000000,11994189.000000,1499303.000000,5448793.000000,0.633197,0.000000,0.000000,0,1.000000
10,227881794727402.937500,23178502035.084915,837,1502284.000000,18942285.000000,11825269.000000,1502284.000000,5614732.000000,0.624279,0.000000,0.000000,0,1.000000
