"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
2,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
3,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
4,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
5,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
6,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
7,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
8,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
9,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
10,9684134119.459013,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,1315209.929019,258726845.056399,5,0.000000
