"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
2,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
3,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
4,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
5,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
6,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
7,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
8,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
9,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
10,9682818909.529995,9682818909.529995,276,2190853.000000,18942285.000000,3091308.000000,2190853.000000,13660124.000000,0.163196,0.000000,0.000000,0,1.000000
