"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,6091490593.377789,6475519130.893999,0,152,0,0,yes,1.000000
24,,31163309008.777603,31163330706.425156,0,605,0,0,yes,1.000000
23,,2609992759.013976,3042589870.796880,0,80,0,0,yes,1.000000
22,,18801707257.209961,18839078032.339733,0,414,0,0,yes,1.000000
21,,2456951001.484085,2529176274.798330,0,62,0,0,yes,1.000000
20,,4511811647.504527,4582267102.383221,0,193,0,0,yes,1.000000
19,,3969196421.124122,4001287350.311010,0,111,0,0,yes,1.000000
18,,33291217.709972,42427998.136720,0,22,0,0,yes,1.000000
17,,212350382.677956,212157463.771490,0,7,0,0,no,0.999092
16,,29779670447.237873,30910406686.684345,0,587,0,0,yes,1.000000
15,,2643003941.857096,2938082605.346678,0,143,0,0,yes,1.000000
14,,654875894.849167,698452051.313970,0,46,0,0,yes,1.000000
13,,590876556.647367,691559886.730920,0,94,0,0,yes,1.000000
12,,602132996.961800,652267532.345200,0,75,0,0,yes,1.000000
11,,1128328426.875284,1134384281.590320,0,186,0,0,yes,1.000000
10,,612957708.421467,613017740.657180,0,92,0,0,yes,1.000000
9,,1323803497.274334,1366788716.150889,0,70,0,0,yes,1.000000
8,,1432937012.400453,1761484235.146001,0,187,0,0,yes,1.000000
7,,2412491819.357903,2429772219.128429,0,186,0,0,yes,1.000000
6,,2604099929.471035,3373441014.869118,0,180,0,0,yes,1.000000
5,,1674751724.679353,1683662745.822749,0,93,0,0,yes,1.000000
4,,597455542.464745,599153739.795910,0,56,0,0,yes,1.000000
3,,1536308487.494012,1552222144.219220,0,72,0,0,yes,1.000000
2,,1068463024.050529,1251125361.809050,0,140,0,0,yes,1.000000
1,,656213496.825645,710759856.882330,0,49,0,0,yes,1.000000
