"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
25,,9746384949.404455,10079576297.119549,0,238,0,0,yes,1.000000
24,,49861294414.044128,49861302804.570564,0,958,0,0,yes,1.000000
23,,4175988414.422358,4224909343.449252,0,121,0,0,yes,1.000000
22,,30082731611.535915,30259361769.458862,0,672,0,0,yes,1.000000
21,,3931121602.374532,3949916684.978499,0,105,0,0,yes,1.000000
20,,7218898636.007237,7337076728.852410,0,312,0,0,yes,1.000000
19,,6350714273.798591,6351233907.183556,0,178,0,0,yes,1.000000
18,,53265948.335956,53669294.769050,0,33,0,0,yes,1.000000
17,,339760612.284729,363172013.099620,0,13,0,0,yes,1.000000
16,,47647472715.580566,47658533810.382599,0,922,0,0,yes,1.000000
15,,4228806306.971350,4356343946.222648,0,208,0,0,yes,1.000000
14,,1047801431.758666,1053171397.493140,0,79,0,0,yes,1.000000
13,,945402490.635787,947385778.340750,0,120,0,0,yes,1.000000
12,,963412795.138880,981759542.068840,0,105,0,0,yes,1.000000
11,,1805325483.000453,1806632798.403820,0,266,0,0,yes,1.000000
10,,980732333.474346,991021016.920849,0,147,0,0,yes,1.000000
9,,2118085595.638933,2126546259.187540,0,121,0,0,yes,1.000000
8,,2292699219.840723,2300542597.859860,0,268,0,0,yes,1.000000
7,,3859986910.972641,3891626061.996089,0,264,0,0,yes,1.000000
6,,4166559887.153653,4189511502.285128,0,260,0,0,yes,1.000000
5,,2679602759.486963,2693046432.338861,0,148,0,0,yes,1.000000
4,,955928867.943591,957704594.716330,0,96,0,0,yes,1.000000
3,,2458093579.990417,2482564749.624970,0,119,0,0,yes,1.000000
2,,1709540838.480845,1712385226.151801,0,201,0,0,yes,1.000000
1,,1049941594.921031,1104532277.850610,0,83,0,0,yes,1.000000
