"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,17303147466.454014,17303147466.454014,742,7782195.000000,18942285.000000,7516385.000000,7782195.000000,3643705.000000,0.396805,0.000000,0.000000,0,1.000000
2,17349811724.171730,17349811724.171730,735,7890365.000000,18942285.000000,7401055.000000,7890365.000000,3650865.000000,0.390716,0.000000,0.000000,0,1.000000
3,17316904199.500214,17316900929.295368,735,8043542.000000,18942285.000000,7308507.000000,8043542.000000,3590236.000000,0.385830,3270.204845,773.467392,1,1.000000
4,17350099675.255817,17350099675.255817,735,7858636.000000,18942285.000000,7378360.000000,7858636.000000,3705289.000000,0.389518,0.000000,0.000000,0,1.000000
5,17402233587.599945,17402233587.599945,743,8000629.000000,18942285.000000,7363341.000000,8000629.000000,3578315.000000,0.388725,0.000000,0.000000,0,1.000000
6,17357169051.880604,17357169051.880604,731,7785285.000000,18942285.000000,7375097.000000,7785285.000000,3781903.000000,0.389346,0.000000,0.000000,0,1.000000
7,17410208267.750134,17410208267.750134,740,7918501.000000,18942285.000000,7380129.000000,7918501.000000,3643655.000000,0.389611,0.000000,0.000000,0,1.000000
8,17257429821.552341,17257429821.552341,741,7905515.000000,18942285.000000,7411321.000000,7905515.000000,3625449.000000,0.391258,0.000000,0.000000,0,1.000000
9,17298077445.892437,17298077445.892437,739,7989159.000000,18942285.000000,7410767.000000,7989159.000000,3542359.000000,0.391229,0.000000,0.000000,0,1.000000
10,17369335653.152538,17369335653.152538,725,7592757.000000,18942285.000000,7387584.000000,7592757.000000,3961944.000000,0.390005,0.000000,0.000000,0,1.000000
