id,prop,spf,name
1,0.222222222222222,10,Acaciaforests
2,0.222222222222222,10,Acaciashrublands
3,0.222222222222222,10,Eucshrublands
4,0.222222222222222,10,Eucalyptuswoodlands
5,0.222222222222222,10,Freshwater
6,0.222222222222222,10,Grasslands
7,0.222222222222222,10,Lowforest
8,0.222222222222222,10,MalleeShrublands
9,0.222222222222222,10,Mulgawoodlands
10,0.222222222222222,10,Openshrublands
11,0.222222222222222,10,Saltbush
12,0.222222222222222,10,Saltlagoon
13,0.222222222222222,10,Sedgelands
14,0.222222222222222,10,TropicalRainforest
15,0.222222222222222,10,Tussockgrasslands
16,0.222222222222222,10,Azurekingfsh
17,0.222222222222222,10,Blindvelvetworm
18,0.222222222222222,10,Bartailedgodwit
19,0.222222222222222,10,Claspleathheath
20,0.222222222222222,10,Fairywren
21,0.222222222222222,10,Hoarysunray
22,0.222222222222222,10,MaskedOwl
23,0.222222222222222,10,OrangeParrot
24,0.222222222222222,10,SeaEagle
25,0.222222222222222,10,SwiftParrot
