id,prop,spf,name
1,0.1,3593.81366380463,Acaciaforests
2,0.1,3593.81366380463,Acaciashrublands
3,0.1,3593.81366380463,Eucshrublands
4,0.1,3593.81366380463,Eucalyptuswoodlands
5,0.1,3593.81366380463,Freshwater
6,0.1,3593.81366380463,Grasslands
7,0.1,3593.81366380463,Lowforest
8,0.1,3593.81366380463,MalleeShrublands
9,0.1,3593.81366380463,Mulgawoodlands
10,0.1,3593.81366380463,Openshrublands
11,0.1,3593.81366380463,Saltbush
12,0.1,3593.81366380463,Saltlagoon
13,0.1,3593.81366380463,Sedgelands
14,0.1,3593.81366380463,TropicalRainforest
15,0.1,3593.81366380463,Tussockgrasslands
16,0.1,3593.81366380463,Azurekingfsh
17,0.1,3593.81366380463,Blindvelvetworm
18,0.1,3593.81366380463,Bartailedgodwit
19,0.1,3593.81366380463,Claspleathheath
20,0.1,3593.81366380463,Fairywren
21,0.1,3593.81366380463,Hoarysunray
22,0.1,3593.81366380463,MaskedOwl
23,0.1,3593.81366380463,OrangeParrot
24,0.1,3593.81366380463,SeaEagle
25,0.1,3593.81366380463,SwiftParrot
