id,prop,spf,name
1,0.1,278255.940220712,Acaciaforests
2,0.1,278255.940220712,Acaciashrublands
3,0.1,278255.940220712,Eucshrublands
4,0.1,278255.940220712,Eucalyptuswoodlands
5,0.1,278255.940220712,Freshwater
6,0.1,278255.940220712,Grasslands
7,0.1,278255.940220712,Lowforest
8,0.1,278255.940220712,MalleeShrublands
9,0.1,278255.940220712,Mulgawoodlands
10,0.1,278255.940220712,Openshrublands
11,0.1,278255.940220712,Saltbush
12,0.1,278255.940220712,Saltlagoon
13,0.1,278255.940220712,Sedgelands
14,0.1,278255.940220712,TropicalRainforest
15,0.1,278255.940220712,Tussockgrasslands
16,0.1,278255.940220712,Azurekingfsh
17,0.1,278255.940220712,Blindvelvetworm
18,0.1,278255.940220712,Bartailedgodwit
19,0.1,278255.940220712,Claspleathheath
20,0.1,278255.940220712,Fairywren
21,0.1,278255.940220712,Hoarysunray
22,0.1,278255.940220712,MaskedOwl
23,0.1,278255.940220712,OrangeParrot
24,0.1,278255.940220712,SeaEagle
25,0.1,278255.940220712,SwiftParrot
