id,prop,spf,name
1,0.1,0.599484250318941,Acaciaforests
2,0.1,0.599484250318941,Acaciashrublands
3,0.1,0.599484250318941,Eucshrublands
4,0.1,0.599484250318941,Eucalyptuswoodlands
5,0.1,0.599484250318941,Freshwater
6,0.1,0.599484250318941,Grasslands
7,0.1,0.599484250318941,Lowforest
8,0.1,0.599484250318941,MalleeShrublands
9,0.1,0.599484250318941,Mulgawoodlands
10,0.1,0.599484250318941,Openshrublands
11,0.1,0.599484250318941,Saltbush
12,0.1,0.599484250318941,Saltlagoon
13,0.1,0.599484250318941,Sedgelands
14,0.1,0.599484250318941,TropicalRainforest
15,0.1,0.599484250318941,Tussockgrasslands
16,0.1,0.599484250318941,Azurekingfsh
17,0.1,0.599484250318941,Blindvelvetworm
18,0.1,0.599484250318941,Bartailedgodwit
19,0.1,0.599484250318941,Claspleathheath
20,0.1,0.599484250318941,Fairywren
21,0.1,0.599484250318941,Hoarysunray
22,0.1,0.599484250318941,MaskedOwl
23,0.1,0.599484250318941,OrangeParrot
24,0.1,0.599484250318941,SeaEagle
25,0.1,0.599484250318941,SwiftParrot
