id,prop,spf,name
1,0.1,46.4158883361278,Acaciaforests
2,0.1,46.4158883361278,Acaciashrublands
3,0.1,46.4158883361278,Eucshrublands
4,0.1,46.4158883361278,Eucalyptuswoodlands
5,0.1,46.4158883361278,Freshwater
6,0.1,46.4158883361278,Grasslands
7,0.1,46.4158883361278,Lowforest
8,0.1,46.4158883361278,MalleeShrublands
9,0.1,46.4158883361278,Mulgawoodlands
10,0.1,46.4158883361278,Openshrublands
11,0.1,46.4158883361278,Saltbush
12,0.1,46.4158883361278,Saltlagoon
13,0.1,46.4158883361278,Sedgelands
14,0.1,46.4158883361278,TropicalRainforest
15,0.1,46.4158883361278,Tussockgrasslands
16,0.1,46.4158883361278,Azurekingfsh
17,0.1,46.4158883361278,Blindvelvetworm
18,0.1,46.4158883361278,Bartailedgodwit
19,0.1,46.4158883361278,Claspleathheath
20,0.1,46.4158883361278,Fairywren
21,0.1,46.4158883361278,Hoarysunray
22,0.1,46.4158883361278,MaskedOwl
23,0.1,46.4158883361278,OrangeParrot
24,0.1,46.4158883361278,SeaEagle
25,0.1,46.4158883361278,SwiftParrot
